,date,total_sleep_duration_hr,mean_sleep_efficiency,mean_sleep_quality,total_step_count,total_step_distance,total_step_calorie,mean_step_speed,mean_heart_rate,max_heart_rate,min_heart_rate,mean_exercises_heart_rate,mean_cadence,mean_exercises_speed,max_altitude,max_exercises_heart_rate,max_cadence,max_exercises_speed,min_altitude,min_exercises_heart_rate,altitude_loss,total_exercises_rep_count,altitude_gain,total_exercises_duration,incline_distance,decline_distance,total_exercises_calorie,total_exercises_distance
148,2018-05-22,5.416666666666667,96.01227,,,,,,66.55263157894737,89.0,0.0,132.0,0.0,0.0,,188.0,0.0,,,69.0,0.0,0.0,0.0,74.08996666666667,0.0,0.0,394.11800000000005,0.0
149,2018-05-23,7.75,93.333336,,,,,,60.88333333333333,50.0,0.0,0.0,0.0,1.5873016000000002,,0.0,0.0,1.8888888,,0.0,0.0,0.0,0.0,12.321783333333334,0.0,0.0,59.97,1041.86
150,2018-05-24,6.183333333333334,90.59139,,,,,,61.523809523809526,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
151,2018-05-25,8.0,92.30769,,,,,,64.87096774193549,0.0,0.0,134.0,0.0,0.0,,182.0,0.0,,,83.0,0.0,0.0,0.0,83.65658333333333,0.0,0.0,444.949,0.0
152,2018-05-26,8.2,92.07317,,,,,,61.2463768115942,53.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,10.13555,0.0,0.0,113.518,0.0
153,2018-05-27,6.116666666666666,91.847824,,,,,,61.166666666666664,53.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
154,2018-05-28,6.233333333333333,88.53333,,,,,,60.41304347826087,0.0,0.0,0.0,0.0,1.6541487,,0.0,0.0,2.3768754,,0.0,0.0,0.0,0.0,11.802283333333333,0.0,0.0,55.13,962.631
155,2018-05-29,8.183333333333334,87.37270798778005,,,,,,58.06818181818182,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
156,2018-05-30,5.75,91.40049300000001,,,,,,61.708333333333336,0.0,0.0,66.5,0.0,0.75595235,,176.0,0.0,1.8055556,,0.0,0.0,0.0,0.0,57.456,0.0,0.0,299.606,1125.52
157,2018-05-31,7.933333333333334,91.19122549159664,,,,,,61.96875,0.0,0.0,128.0,0.0,0.0,,161.0,0.0,,,88.0,0.0,0.0,0.0,56.51988333333333,0.0,0.0,300.644,0.0
158,2018-06-01,6.55,93.90863,,,,,,59.885245901639344,63.0,0.0,,,,,,,,,,,,,,,,,
159,2018-06-02,7.6,90.25157250000001,,,,,,58.078125,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
160,2018-06-03,8.65,90.96154,,,,,,56.41025641025641,0.0,0.0,0.0,0.0,1.5531334,,0.0,0.0,1.8055556,,0.0,0.0,0.0,0.0,22.855183333333333,0.0,0.0,99.93,1839.34
161,2018-06-04,7.233333333333333,90.574715,,,,,,58.16279069767442,0.0,0.0,45.666666666666664,81.975015,1.4132771333333334,,172.0,156.90114,2.6388888,,0.0,0.0,0.0,0.0,61.00191666666666,0.0,0.0,461.336,3897.169
162,2018-06-05,6.4,95.06493,,,,,,57.705882352941174,0.0,0.0,,,,,,,,,,,,,,,,,
163,2018-06-06,7.5,95.42334,,,,,,57.526315789473685,0.0,0.0,0.0,0.0,1.5101888,,0.0,0.0,1.5833334,,0.0,0.0,0.0,0.0,11.703116666666666,0.0,0.0,57.61,1054.906
164,2018-06-07,7.366666666666666,90.97065,,,,,,60.78048780487805,0.0,0.0,129.0,0.0,0.7525035500000002,,219.0,0.0,2.6944444,,81.0,0.0,0.0,0.0,78.62115,0.0,0.0,408.406,1328.67
165,2018-06-08,8.266666666666667,85.11543956653226,,,,,,58.148936170212764,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,20.0,0.0,0.0,168.0,0.0
166,2018-06-09,8.416666666666666,89.42857000000001,,,,,,58.0,0.0,0.0,,,,,,,,,,,,,,,,,
167,2018-06-10,7.85,92.14438,,,,,,57.94285714285714,0.0,0.0,,,,,,,,,,,,,,,,,
168,2018-06-11,7.35,92.77389,,,,,,59.0,0.0,0.0,119.0,0.0,0.0,,172.0,0.0,,,85.0,0.0,0.0,0.0,51.68395,0.0,0.0,274.83,0.0
169,2018-06-12,7.616666666666666,94.0919,,,,,,58.55263157894737,78.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,25.0,0.0,0.0,210.0,0.0
170,2018-06-13,7.583333333333333,92.98246,,,,,,59.707317073170735,0.0,0.0,0.0,0.0,1.5138888,,0.0,0.0,1.5833334,,0.0,0.0,0.0,0.0,12.70015,0.0,0.0,62.03,1135.96
171,2018-06-14,5.216666666666667,94.90446,,,,,,62.37837837837838,0.0,0.0,,,,,,,,,,,,,,,,,
172,2018-06-15,8.6,91.60593597618849,,,,,,58.63793103448276,0.0,0.0,0.0,0.0,1.5451518,,0.0,0.0,1.6944444,,0.0,0.0,0.0,0.0,10.2898,0.0,0.0,50.95,939.48
173,2018-06-16,8.633333333333333,87.64350186507937,,,,,,60.24590163934426,0.0,0.0,,,,,,,,,,,,,,,,,
174,2018-06-17,7.3,94.305244,,,,,,61.70175438596491,0.0,0.0,,,,,,,,,,,,,,,,,
175,2018-06-18,7.266666666666667,85.65171180733945,,,,,,60.65573770491803,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,224.0,0.0
176,2018-06-19,8.266666666666667,93.56137,,,,,,60.129629629629626,0.0,0.0,0.0,0.0,1.5370485,,0.0,0.0,2.968437,,0.0,0.0,0.0,0.0,14.882833333333334,0.0,0.0,59.62,1003.27
177,2018-06-20,6.699999999999999,87.30539,,,,,,59.76923076923077,67.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
178,2018-06-21,7.883333333333334,94.72574,,,,,,60.81333333333333,53.0,0.0,81.5,67.76526,2.6394866,97.663,220.0,176.609,4.301,69.655,0.0,0.0,0.0,0.0,39.39853333333333,409.837,352.765,439.482,4654.188
179,2018-06-22,7.483333333333333,93.31849,,,,,,61.75,0.0,0.0,120.0,0.0,0.0,,172.0,0.0,,,84.0,0.0,0.0,0.0,62.372733333333336,0.0,0.0,331.764,0.0
180,2018-06-23,10.033333333333333,85.94727898802395,,,,,,61.09411764705882,69.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
181,2018-06-24,10.4,80.84441033333334,,,,,,57.16438356164384,50.0,0.0,,,,,,,,,,,,,,,,,
182,2018-06-25,5.8,91.97708,,,,,,60.825,0.0,0.0,151.0,133.50981000000002,2.660463,16.088,217.0,185.05900000000003,3.921,-15.749,96.0,0.0,0.0,0.0,33.40083333333333,499.307,424.887,384.814,5326.513000000001
183,2018-06-26,8.1,89.93839,,,,,,61.609756097560975,69.0,0.0,0.0,0.0,0.5511476333333333,,0.0,0.0,2.9722223,,0.0,0.0,0.0,0.0,97.62413333333333,0.0,0.0,833.36,1509.18
184,2018-06-27,7.583333333333333,92.54386,,,,,,61.726190476190474,0.0,0.0,,,,,,,,,,,,,,,,,
185,2018-06-28,8.7,90.946945,,,,,,62.17910447761194,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,62.69505,0.0,0.0,634.184,0.0
186,2018-06-29,6.183333333333334,92.741936,,,,,,66.91891891891892,72.0,0.0,114.0,0.0,0.0,,146.0,0.0,,,78.0,0.0,0.0,0.0,48.433416666666666,0.0,0.0,257.66,0.0
187,2018-06-30,7.35,92.517006,,,,,,63.645161290322584,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
188,2018-07-01,8.2,90.46653,,,,,,57.578947368421055,0.0,0.0,,,,,,,,,,,,,,,,,
189,2018-07-02,7.9,85.26315,,,,,,59.455882352941174,0.0,0.0,,,,,,,,,,,,,,,,,
190,2018-07-03,7.033333333333333,88.65248000000003,,,,,,61.43333333333333,69.0,0.0,117.0,0.0,0.0,,144.0,0.0,,,93.0,0.0,0.0,0.0,40.47338333333333,0.0,0.0,215.285,0.0
191,2018-07-04,8.7,79.74794000000001,,,,,,59.65625,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,126.0,0.0
192,2018-07-05,5.933333333333334,91.876755,,,,,,60.41509433962264,0.0,0.0,,,,,,,,,,,,,,,,,
193,2018-07-06,8.9,93.45795,,,,,,58.78,68.0,0.0,,,,,,,,,,,,,,,,,
194,2018-07-07,10.083333333333334,90.92825,,,,,,59.53086419753087,54.0,0.0,129.0,0.0,5.7363205000000015,-16.371,149.0,0.0,9.864,-43.487,88.0,0.0,0.0,0.0,61.321616666666664,278.576,308.967,579.548,21023.436
195,2018-07-08,11.216666666666667,94.452114,,,,,,56.51162790697674,0.0,0.0,,,,,,,,,,,,,,,,,
196,2018-07-09,6.333333333333333,92.89474,,,,,,65.3859649122807,68.0,0.0,122.0,0.0,0.0,,170.0,0.0,,,84.0,0.0,0.0,0.0,64.0363,0.0,0.0,340.67,0.0
197,2018-07-10,9.016666666666667,90.40591,,,,,,61.864197530864196,0.0,0.0,120.0,0.0,0.0,,169.0,0.0,,,63.0,0.0,0.0,0.0,55.189033333333334,0.0,0.0,293.6040000000001,0.0
198,2018-07-11,7.466666666666667,89.08686,,,,,,60.196969696969695,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,30.0,0.0,0.0,252.0,0.0
199,2018-07-12,7.166666666666667,94.43156,,,,,,60.725,66.0,0.0,,,,,,,,,,,,,,,,,
200,2018-07-13,9.033333333333333,92.591778,,,,,,61.46969696969697,0.0,0.0,156.0,135.17581,1.40959225,24.073,178.0,166.463,3.951,-138.124,81.0,0.0,0.0,0.0,49.43958333333333,1308.848,1260.423,624.221,4972.83
201,2018-07-14,9.483333333333334,91.46967299999999,,,,,,57.03508771929825,0.0,0.0,,,,,,,,,,,,,,,,,
202,2018-07-15,7.666666666666667,85.67714013043478,,,,,,64.40243902439025,0.0,0.0,128.0,0.0,4.760175,54.701,165.0,0.0,8.311,39.59,99.0,0.0,0.0,0.0,88.39033333333333,405.429,447.589,703.14,25240.162
203,2018-07-16,7.233333333333333,91.013824,,,,,,60.2125,0.0,0.0,,,,,,,,,,,,,,,,,
204,2018-07-17,8.316666666666666,91.6,,,,,,62.0655737704918,0.0,0.0,128.0,0.0,0.0,,174.0,0.0,,,75.0,0.0,0.0,0.0,70.93973333333334,0.0,0.0,377.364,0.0
205,2018-07-18,6.916666666666667,90.38461,,,,,,61.49333333333333,66.0,0.0,129.0,0.0,0.0,,178.0,0.0,,,82.0,0.0,0.0,0.0,48.999633333333335,0.0,0.0,260.664,0.0
206,2018-07-19,8.283333333333333,91.967865,,,,,,57.78787878787879,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,84.0,0.0
207,2018-07-20,9.133333333333333,91.60584,,,,,,58.63492063492063,0.0,0.0,149.0,133.58736000000002,2.4381006000000003,76.53,180.0,177.601,4.532,20.286,104.0,0.0,0.0,0.0,29.259016666666668,1043.382,1056.72,427.148,4272.92
208,2018-07-21,8.183333333333334,90.2439,,,,,,57.682539682539684,69.0,0.0,129.0,0.0,5.6027923,120.07,158.0,0.0,10.018,68.975,88.0,0.0,0.0,0.0,137.85888333333332,1490.045,1155.035,1298.187,46331.586
209,2018-07-22,10.366666666666667,87.73113249999999,,,,,,57.27142857142857,0.0,0.0,,,,,,,,,,,,,,,,,
210,2018-07-23,6.483333333333333,88.97436,,,,,,58.104166666666664,0.0,0.0,132.0,0.0,0.0,,177.0,0.0,,,91.0,0.0,0.0,0.0,98.58266666666667,0.0,0.0,647.625,0.0
211,2018-07-24,6.95,89.43489,,,,,,58.57627118644068,73.0,0.0,,,,,,,,,,,,,,,,,
212,2018-07-25,6.233333333333333,92.26667,,,,,,58.48275862068966,0.0,0.0,121.0,0.0,0.0,,167.0,0.0,,,85.0,0.0,0.0,0.0,55.38666666666666,0.0,0.0,294.651,0.0
213,2018-07-26,8.316666666666666,89.77956400000002,,,,,,56.04255319148936,0.0,0.0,,,,,,,,,,,,,,,,,
214,2018-07-27,7.65,92.82609,,,,,,63.070422535211264,74.0,0.0,122.0,0.0,0.0,,165.0,0.0,,,84.0,0.0,0.0,0.0,86.80238333333334,0.0,0.0,461.776,0.0
215,2018-07-28,8.683333333333334,90.804596,,,,,,58.07692307692308,0.0,0.0,,,,,,,,,,,,,,,,,
216,2018-07-29,7.083333333333333,89.90610500000003,,,,,,59.34782608695652,77.0,0.0,0.0,123.91161,2.1423686,,0.0,163.69583,2.7222223,,0.0,0.0,0.0,0.0,31.780716666666667,0.0,0.0,302.23,3729.92
217,2018-07-30,6.716666666666667,86.84863,,,,,,62.47826086956522,0.0,0.0,117.0,0.0,0.0,,145.0,0.0,,,84.0,0.0,0.0,0.0,56.706266666666664,0.0,0.0,301.468,0.0
218,2018-07-31,9.866666666666667,89.90953946116505,,,,,,60.02325581395349,70.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,20.0,0.0,0.0,168.0,0.0
219,2018-08-01,8.266666666666667,89.93964,,,,,,58.303030303030305,0.0,0.0,,,,,,,,,,,,,,,,,
220,2018-08-02,8.216666666666667,88.43813,,,,,,61.8955223880597,0.0,0.0,106.0,0.0,0.0,,131.0,0.0,,,64.0,0.0,0.0,0.0,8.0831,0.0,0.0,42.923,0.0
221,2018-08-03,8.4,86.930695,,,,,,62.37931034482759,0.0,0.0,118.0,0.0,0.0,,152.0,0.0,,,68.0,0.0,0.0,0.0,92.86613333333332,0.0,0.0,586.369,0.0
222,2018-08-04,7.866666666666666,89.21776,,,,,,59.433734939759034,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,19.602316666666667,0.0,0.0,107.99,0.0
223,2018-08-05,8.4,89.92697315476191,,,,,,63.40909090909091,0.0,0.0,0.0,125.45365,2.1163452,,0.0,169.0195,2.75,,0.0,0.0,0.0,0.0,31.8524,0.0,0.0,316.44,3708.012
224,2018-08-06,10.416666666666666,88.919655,,,,,,58.87837837837838,52.0,0.0,,,,,,,,,,,,,,,,,
225,2018-08-07,6.6,86.39799000000002,,,,,,62.23529411764706,0.0,0.0,,,0.66526425,136.14052,,,7.782914999999999,106.77429,,28.061485,0.0,50.47563,93.44788333333332,185.0,69.0,394.0,5060.0
226,2018-08-08,8.666666666666666,88.29175,,,,,,62.37313432835821,0.0,0.0,59.5,0.0,0.0,,174.0,0.0,,,0.0,0.0,0.0,0.0,72.71936666666667,0.0,0.0,390.28,0.0
227,2018-08-09,7.566666666666666,82.64991711453744,,,,,,61.71621621621622,0.0,0.0,,,,,,,,,,,,,,,,,
228,2018-08-10,7.2,91.22402,,,,,,58.74647887323944,0.0,0.0,122.0,0.0,0.0,,183.0,0.0,,,77.0,0.0,0.0,0.0,45.94028333333333,0.0,0.0,244.364,0.0
229,2018-08-11,6.4,89.58333,,,,,,59.04545454545455,0.0,0.0,,,,,,,,,,,,,,,,,
230,2018-08-12,10.016666666666667,89.00432799999999,,,,,,61.013888888888886,0.0,0.0,181.0,143.08705,1.4500381000000002,42.25899999999999,220.0,157.832,3.725,17.515,113.0,0.0,0.0,0.0,44.83655,411.015,326.948,486.024,4319.498
231,2018-08-13,7.7,90.712746,,,,,,59.71186440677966,0.0,0.0,,,,,,,,,,,,,,,,,
232,2018-08-14,7.033333333333333,89.756096,,,,,,60.0,0.0,0.0,,,,,,,,,,,,,,,,,
233,2018-08-15,7.833333333333333,87.47346,,,,,,60.813559322033896,0.0,0.0,,,,,,,,,,,,,,,,,
234,2018-08-16,7.65,84.5811645751634,,,,,,57.98039215686274,0.0,0.0,,,,,,,,,,,,,,,,,
235,2018-08-17,7.966666666666667,90.18789,,,,,,61.75714285714286,0.0,0.0,,,,,,,,,,,,,,,,,
236,2018-08-18,9.016666666666667,84.70468073936846,,,,,,59.943820224719104,61.0,0.0,,,,,,,,,,,,,,,,,
237,2018-08-19,1.9666666666666666,89.91597,,,,,,66.47222222222223,0.0,0.0,,,,,,,,,,,,,,,,,
238,2018-08-20,7.433333333333334,89.709175,,,,,,61.53333333333333,0.0,0.0,,,,,,,,,,,,,,,,,
239,2018-08-21,10.416666666666666,89.06422,,,,,,59.46153846153846,0.0,0.0,,,,,,,,,,,,,,,,,
240,2018-08-22,6.916666666666667,83.15502901204418,,,,,,61.87234042553192,0.0,0.0,,,,,,,,,,,,,,,,,
241,2018-08-23,7.183333333333334,87.61905,,,,,,61.79032258064516,0.0,0.0,,,,,,,,,,,,,,,,,
242,2018-08-24,6.266666666666667,90.71619,,,,,,60.657534246575345,68.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,13.207483333333334,0.0,0.0,147.923,0.0
243,2018-08-25,11.5,84.46204166666666,,,,,,58.01449275362319,0.0,0.0,0.0,0.0,1.5071973,,0.0,0.0,1.7222221999999998,,0.0,0.0,0.0,0.0,21.675433333333334,0.0,0.0,89.07,1554.12
244,2018-08-26,8.0,88.78773749999999,,,,,,58.58571428571429,0.0,0.0,,,,,,,,,,,,,,,,,
245,2018-08-27,9.8,84.07299317510547,,,,,,60.067796610169495,70.0,0.0,,,,,,,,,,,,,,,,,
246,2018-08-28,7.05,91.037735,,,,,,64.46938775510205,64.0,0.0,0.0,0.0,1.5864497,,0.0,0.0,1.7222221999999998,,0.0,0.0,0.0,0.0,14.23635,0.0,0.0,64.58,1160.65
247,2018-08-29,7.266666666666667,89.47369,,,,,,63.71621621621622,0.0,0.0,,,,,,,,,,,,,,,,,
248,2018-08-30,9.316666666666666,86.39421550983602,,,,,,61.04225352112676,0.0,0.0,,,,,,,,,,,,,,,,,
249,2018-08-31,8.8,93.876372,,,,,,60.39393939393939,0.0,0.0,120.0,0.0,0.0,,164.0,0.0,,,75.0,0.0,0.0,0.0,49.40651666666667,0.0,0.0,262.752,0.0
250,2018-09-01,9.15,87.51833500000001,,,,,,67.0561797752809,0.0,0.0,,,,,,,,,,,,,,,,,
251,2018-09-02,8.616666666666667,86.65377,,,,,,61.11538461538461,0.0,0.0,78.0,71.818735,1.3661978000000001,41.092,183.0,166.671,4.025,14.16,0.0,0.0,0.0,0.0,27.062399999999997,324.696,361.995,349.19511392000004,4412.543
252,2018-09-03,9.783333333333333,86.54173,,,,,,63.478873239436616,0.0,0.0,,,1.5916728999999998,,,,2.1388888,,,0.0,0.0,0.0,12.001,0.0,0.0,58.58,1146.1
253,2018-09-04,6.716666666666667,87.87129,,,,,,65.43076923076923,0.0,0.0,132.0,0.0,0.0,,214.0,0.0,,,80.0,0.0,0.0,0.0,63.57013333333333,0.0,0.0,337.942,0.0
254,2018-09-05,8.716666666666667,88.91013000000002,,,,,,63.9,0.0,0.0,,,,,,,,,,,,,,,,,
255,2018-09-06,7.733333333333333,87.30500896551725,,,,,,65.25301204819277,83.0,0.0,127.0,0.0,0.0,,164.0,0.0,,,82.0,0.0,0.0,0.0,58.806983333333335,0.0,0.0,312.8520000000001,0.0
256,2018-09-07,7.916666666666667,90.336136,,,,,,68.3030303030303,0.0,0.0,,,,,,,,,,,,,,,,,
257,2018-09-08,6.4,91.94805,,,,,,64.90384615384616,0.0,0.0,,,,,,,,,,,,,,,,,
258,2018-09-09,7.4,80.99272066393442,,,,,,61.74418604651163,0.0,0.0,,,,,,,,,,,,,,,,,
259,2018-09-10,8.283333333333333,92.36948,,,,,,61.4320987654321,0.0,0.0,,,,,,,,,,,,,,,,,
260,2018-09-11,9.783333333333333,93.14580749999999,,,,,,62.78409090909091,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,20.0,0.0,0.0,168.0,0.0
261,2018-09-12,5.383333333333334,87.96296,,,,,,64.06756756756756,0.0,0.0,,,,,,,,,,,,,,,,,
262,2018-09-13,7.733333333333333,91.594826,,,,,,66.26190476190476,0.0,0.0,124.0,0.0,0.0,,189.0,0.0,,,77.0,0.0,0.0,0.0,67.06341666666667,0.0,0.0,356.7530000000001,0.0
263,2018-09-14,8.2,91.27789,,,,,,63.48235294117647,0.0,0.0,,,,,,,,,,,,,,,,,
264,2018-09-15,9.75,91.67770999999999,,,,,,61.348314606741575,69.0,0.0,,,,,,,,,,,,,,,,,
265,2018-09-16,7.666666666666667,87.91036702173913,,,,,,62.63,0.0,0.0,163.0,138.02708,2.8088338,8.748,190.0,189.777,4.157,-20.097,76.0,0.0,0.0,0.0,26.733883333333335,807.303,803.018,378.713,4505.462
266,2018-09-17,6.833333333333333,89.26829000000002,,,,,,64.51515151515152,0.0,0.0,64.0,0.0,0.7521956,,157.0,0.0,1.9444444,,0.0,0.0,0.0,0.0,67.4195,0.0,0.0,349.949,908.05
