,time_offset,floor,deviceuuid,local_start_time,local_end_time
0,UTC-0400,8.0,F/D7+hL5E5,2018-08-10 17:30:01,2018-08-10 17:31:42
1,UTC-0500,1.0,F/D7+hL5E5,2018-11-06 17:32:54,2018-11-06 17:33:11
2,UTC-0400,1.0,F/D7+hL5E5,2018-07-03 07:50:11,2018-07-03 07:50:25
3,UTC-0500,2.0,F/D7+hL5E5,2018-01-24 21:29:51,2018-01-24 21:30:56
4,UTC-0400,1.0,F/D7+hL5E5,2018-07-03 08:41:54,2018-07-03 08:42:05
5,UTC-0500,1.0,F/D7+hL5E5,2018-12-21 20:58:37,2018-12-21 20:58:47
6,UTC-0400,2.0,F/D7+hL5E5,2018-10-09 08:31:15,2018-10-09 08:31:40
7,UTC-0400,1.0,F/D7+hL5E5,2018-03-27 21:04:01,2018-03-27 21:04:27
8,UTC-0500,2.0,F/D7+hL5E5,2018-02-12 07:38:21,2018-02-12 07:40:16
9,UTC+0200,3.0,F/D7+hL5E5,2018-08-26 16:22:39,2018-08-26 16:23:55
10,UTC-0500,1.0,F/D7+hL5E5,2018-12-14 09:12:52,2018-12-14 09:13:12
11,UTC-0400,1.0,F/D7+hL5E5,2018-03-16 17:17:05,2018-03-16 17:17:22
12,UTC-0400,1.0,F/D7+hL5E5,2018-07-27 18:34:00,2018-07-27 18:34:13
13,UTC-0500,1.0,F/D7+hL5E5,2018-01-22 15:50:22,2018-01-22 15:50:38
14,UTC-0400,1.0,F/D7+hL5E5,2018-04-04 20:54:32,2018-04-04 20:54:48
15,UTC-0400,2.0,F/D7+hL5E5,2018-07-09 19:34:12,2018-07-09 19:35:26
16,UTC-0400,1.0,F/D7+hL5E5,2018-05-07 21:09:16,2018-05-07 21:09:25
17,UTC-0400,1.0,F/D7+hL5E5,2018-10-12 18:23:43,2018-10-12 18:24:09
18,UTC-0400,1.0,F/D7+hL5E5,2018-06-25 07:40:23,2018-06-25 07:40:46
19,UTC-0400,2.0,F/D7+hL5E5,2018-09-03 19:02:35,2018-09-03 19:03:21
20,UTC-0800,2.0,F/D7+hL5E5,2017-12-31 10:25:15,2017-12-31 10:25:44
21,UTC-0400,3.0,F/D7+hL5E5,2018-05-23 07:45:59,2018-05-23 07:48:12
22,UTC-0400,1.0,F/D7+hL5E5,2018-10-12 09:10:03,2018-10-12 09:10:10
23,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 18:33:56,2018-04-19 18:34:08
24,UTC-0400,1.0,F/D7+hL5E5,2018-05-04 20:56:12,2018-05-04 20:56:33
25,UTC-0800,2.0,F/D7+hL5E5,2017-12-24 08:44:06,2017-12-24 08:44:44
26,UTC-0400,1.0,F/D7+hL5E5,2018-05-17 16:42:13,2018-05-17 16:42:41
27,UTC-0400,1.0,F/D7+hL5E5,2018-05-23 08:40:03,2018-05-23 08:40:09
28,UTC-0500,2.0,F/D7+hL5E5,2018-02-16 08:23:13,2018-02-16 08:24:33
29,UTC+0200,1.0,F/D7+hL5E5,2018-08-28 07:51:12,2018-08-28 07:51:31
30,UTC-0400,2.0,F/D7+hL5E5,2018-05-10 15:55:58,2018-05-10 15:56:25
31,UTC-0400,1.0,F/D7+hL5E5,2018-03-21 07:56:23,2018-03-21 07:56:42
32,UTC-0500,3.0,F/D7+hL5E5,2018-02-16 17:15:53,2018-02-16 17:17:14
33,UTC-0800,2.0,F/D7+hL5E5,2017-12-23 09:28:59,2017-12-23 09:30:24
34,UTC-0400,1.0,F/D7+hL5E5,2018-06-07 19:10:42,2018-06-07 19:11:10
35,UTC-0500,2.0,F/D7+hL5E5,2018-01-19 16:38:17,2018-01-19 16:39:42
36,UTC-0500,1.0,F/D7+hL5E5,2018-11-21 20:05:00,2018-11-21 20:05:15
37,UTC-0400,1.0,F/D7+hL5E5,2018-09-10 08:53:01,2018-09-10 08:53:23
38,UTC-0500,1.0,F/D7+hL5E5,2018-01-16 09:41:24,2018-01-16 09:41:42
39,UTC-0500,2.0,F/D7+hL5E5,2018-01-18 17:32:04,2018-01-18 17:32:38
40,UTC-0500,1.0,F/D7+hL5E5,2018-01-09 18:10:29,2018-01-09 18:10:43
41,UTC-0500,1.0,F/D7+hL5E5,2018-01-19 08:08:33,2018-01-19 08:09:15
42,UTC-0400,2.0,F/D7+hL5E5,2018-09-27 19:39:56,2018-09-27 19:40:24
43,UTC-0500,8.0,F/D7+hL5E5,2018-01-19 18:44:27,2018-01-19 18:46:01
44,UTC-0500,3.0,F/D7+hL5E5,2018-01-29 18:27:38,2018-01-29 18:29:38
45,UTC-0400,1.0,F/D7+hL5E5,2018-10-10 08:15:27,2018-10-10 08:15:44
46,UTC-0500,9.0,F/D7+hL5E5,2018-12-21 21:04:54,2018-12-21 21:06:54
47,UTC-0500,9.0,F/D7+hL5E5,2018-11-27 18:48:51,2018-11-27 18:50:36
48,UTC-0500,1.0,F/D7+hL5E5,2018-01-16 17:50:23,2018-01-16 17:50:47
49,UTC-0500,3.0,F/D7+hL5E5,2018-03-02 18:38:05,2018-03-02 18:40:57
50,UTC-0500,2.0,F/D7+hL5E5,2018-01-04 09:07:24,2018-01-04 09:08:41
51,UTC-0500,1.0,F/D7+hL5E5,2018-01-04 09:11:57,2018-01-04 09:12:22
52,UTC-0500,1.0,F/D7+hL5E5,2018-12-26 16:16:44,2018-12-26 16:17:02
53,UTC-0500,4.0,F/D7+hL5E5,2018-01-13 08:20:36,2018-01-13 08:21:20
54,UTC-0500,9.0,F/D7+hL5E5,2018-12-18 18:46:29,2018-12-18 18:48:25
55,UTC-0400,1.0,F/D7+hL5E5,2018-06-27 08:02:56,2018-06-27 08:03:12
56,UTC-0500,1.0,F/D7+hL5E5,2018-01-22 16:39:31,2018-01-22 16:39:58
57,UTC-0400,1.0,F/D7+hL5E5,2018-03-19 08:42:01,2018-03-19 08:42:29
58,UTC-0400,1.0,F/D7+hL5E5,2018-05-08 15:48:56,2018-05-08 15:49:16
59,UTC-0500,1.0,F/D7+hL5E5,2018-03-07 08:44:26,2018-03-07 08:44:35
60,UTC-0400,1.0,F/D7+hL5E5,2018-07-25 07:57:10,2018-07-25 07:57:27
61,UTC-0500,2.0,F/D7+hL5E5,2018-12-20 08:54:05,2018-12-20 08:54:30
62,UTC-0400,7.0,F/D7+hL5E5,2018-10-28 08:06:27,2018-10-28 08:07:49
63,UTC-0400,1.0,F/D7+hL5E5,2018-04-02 07:37:46,2018-04-02 07:38:39
64,UTC-0400,1.0,F/D7+hL5E5,2018-03-30 10:05:39,2018-03-30 10:05:48
65,UTC-0400,1.0,F/D7+hL5E5,2018-03-14 21:01:13,2018-03-14 21:01:33
66,UTC-0400,1.0,F/D7+hL5E5,2018-05-28 17:31:54,2018-05-28 17:32:23
67,UTC-0400,2.0,F/D7+hL5E5,2018-10-05 19:07:48,2018-10-05 19:08:45
68,UTC-0500,1.0,F/D7+hL5E5,2018-02-13 08:40:13,2018-02-13 08:40:37
69,UTC-0500,2.0,F/D7+hL5E5,2018-12-18 08:50:36,2018-12-18 08:51:57
70,UTC-0500,2.0,F/D7+hL5E5,2018-02-05 09:04:10,2018-02-05 09:04:41
71,UTC-0400,1.0,F/D7+hL5E5,2018-06-25 18:06:30,2018-06-25 18:06:47
72,UTC-0400,1.0,F/D7+hL5E5,2018-04-10 09:17:50,2018-04-10 09:18:11
73,UTC-0400,1.0,F/D7+hL5E5,2018-06-04 08:49:12,2018-06-04 08:49:25
74,UTC-0500,1.0,F/D7+hL5E5,2018-11-06 17:40:00,2018-11-06 17:40:16
75,UTC-0500,2.0,F/D7+hL5E5,2018-02-16 20:58:57,2018-02-16 20:59:52
76,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 18:14:05,2018-04-19 18:14:14
77,UTC-0500,2.0,F/D7+hL5E5,2018-02-13 08:35:42,2018-02-13 08:36:15
78,UTC-0400,3.0,F/D7+hL5E5,2018-10-22 18:34:19,2018-10-22 18:35:37
79,UTC-0500,1.0,F/D7+hL5E5,2018-01-19 09:13:29,2018-01-19 09:13:51
80,UTC-0400,2.0,F/D7+hL5E5,2018-09-06 08:12:32,2018-09-06 08:14:19
81,UTC-0500,1.0,F/D7+hL5E5,2018-11-20 08:41:10,2018-11-20 08:41:29
82,UTC+0200,5.0,F/D7+hL5E5,2018-08-23 18:52:31,2018-08-23 18:53:46
83,UTC-0400,1.0,F/D7+hL5E5,2018-03-24 10:00:30,2018-03-24 10:00:46
84,UTC-0400,9.0,F/D7+hL5E5,2018-05-15 19:46:38,2018-05-15 19:48:25
85,UTC-0400,1.0,F/D7+hL5E5,2018-07-12 17:21:38,2018-07-12 17:21:53
86,UTC-0400,1.0,F/D7+hL5E5,2018-05-02 17:35:14,2018-05-02 17:35:27
87,UTC-0500,2.0,F/D7+hL5E5,2018-11-20 17:33:55,2018-11-20 17:34:31
88,UTC-0400,1.0,F/D7+hL5E5,2018-05-12 13:14:19,2018-05-12 13:14:45
89,UTC-0400,1.0,F/D7+hL5E5,2018-06-26 17:42:46,2018-06-26 17:42:54
90,UTC-0400,1.0,F/D7+hL5E5,2018-06-14 18:02:01,2018-06-14 18:02:22
91,UTC-0500,3.0,F/D7+hL5E5,2018-11-15 15:57:13,2018-11-15 15:58:52
92,UTC-0400,1.0,F/D7+hL5E5,2018-06-27 15:53:39,2018-06-27 15:54:09
93,UTC-0500,1.0,F/D7+hL5E5,2018-01-11 16:59:18,2018-01-11 16:59:33
94,UTC-0400,2.0,F/D7+hL5E5,2018-04-30 08:41:39,2018-04-30 08:42:03
95,UTC-0400,2.0,F/D7+hL5E5,2018-07-27 18:24:14,2018-07-27 18:24:45
96,UTC-0500,7.0,F/D7+hL5E5,2018-01-07 13:56:57,2018-01-07 13:58:02
97,UTC-0400,1.0,F/D7+hL5E5,2018-05-04 18:40:49,2018-05-04 18:40:56
98,UTC-0400,1.0,F/D7+hL5E5,2018-03-14 20:11:18,2018-03-14 20:11:39
99,UTC-0800,1.0,F/D7+hL5E5,2017-12-31 19:28:53,2017-12-31 19:29:07
100,UTC-0400,1.0,F/D7+hL5E5,2018-03-14 20:02:58,2018-03-14 20:03:33
101,UTC-0500,1.0,F/D7+hL5E5,2018-02-20 19:33:22,2018-02-20 19:33:48
102,UTC-0500,6.0,F/D7+hL5E5,2018-01-19 11:06:25,2018-01-19 11:07:51
103,UTC-0500,9.0,F/D7+hL5E5,2018-01-22 18:53:14,2018-01-22 18:54:49
104,UTC-0500,1.0,F/D7+hL5E5,2018-02-16 21:01:06,2018-02-16 21:01:31
105,UTC-0400,2.0,F/D7+hL5E5,2018-05-04 18:27:20,2018-05-04 18:27:47
106,UTC-0400,1.0,F/D7+hL5E5,2018-07-15 13:19:30,2018-07-15 13:19:51
107,UTC-0500,2.0,F/D7+hL5E5,2018-11-28 07:29:49,2018-11-28 07:31:23
108,UTC-0400,1.0,F/D7+hL5E5,2018-10-11 17:30:33,2018-10-11 17:30:49
109,UTC-0500,1.0,F/D7+hL5E5,2018-01-16 17:37:40,2018-01-16 17:38:05
110,UTC-0400,1.0,F/D7+hL5E5,2018-04-24 12:27:17,2018-04-24 12:27:30
111,UTC-0400,1.0,F/D7+hL5E5,2018-07-03 19:32:00,2018-07-03 19:32:18
112,UTC-0500,1.0,F/D7+hL5E5,2018-11-15 09:02:44,2018-11-15 09:02:50
113,UTC-0500,1.0,F/D7+hL5E5,2018-02-07 13:47:08,2018-02-07 13:47:40
114,UTC-0500,1.0,F/D7+hL5E5,2018-11-27 12:29:33,2018-11-27 12:29:54
115,UTC-0500,1.0,F/D7+hL5E5,2018-12-20 17:52:12,2018-12-20 17:52:20
116,UTC-0500,9.0,F/D7+hL5E5,2018-01-22 16:45:04,2018-01-22 16:46:34
117,UTC-0500,1.0,F/D7+hL5E5,2018-03-07 20:07:02,2018-03-07 20:07:19
118,UTC-0500,2.0,F/D7+hL5E5,2018-11-19 17:37:46,2018-11-19 17:38:38
119,UTC-0400,1.0,F/D7+hL5E5,2018-04-07 16:05:05,2018-04-07 16:05:17
120,UTC-0500,1.0,F/D7+hL5E5,2018-02-17 13:09:37,2018-02-17 13:09:49
121,UTC-0400,2.0,F/D7+hL5E5,2018-05-31 18:24:11,2018-05-31 18:24:43
122,UTC-0400,1.0,F/D7+hL5E5,2018-05-23 08:41:33,2018-05-23 08:41:46
123,UTC-0400,1.0,F/D7+hL5E5,2018-09-28 09:37:00,2018-09-28 09:37:14
124,UTC-0400,1.0,F/D7+hL5E5,2018-06-19 20:17:08,2018-06-19 20:17:21
125,UTC-0400,2.0,F/D7+hL5E5,2018-07-17 19:34:33,2018-07-17 19:35:25
126,UTC-0500,1.0,F/D7+hL5E5,2018-03-04 16:07:17,2018-03-04 16:07:34
127,UTC-0500,8.0,F/D7+hL5E5,2018-11-12 17:42:28,2018-11-12 17:44:02
128,UTC-0500,1.0,F/D7+hL5E5,2018-11-19 08:38:50,2018-11-19 08:39:09
129,UTC-0500,1.0,F/D7+hL5E5,2019-01-02 07:58:10,2019-01-02 07:58:26
130,UTC-0400,1.0,F/D7+hL5E5,2018-05-22 09:10:04,2018-05-22 09:10:29
131,UTC-0400,1.0,F/D7+hL5E5,2018-05-28 20:34:34,2018-05-28 20:35:00
132,UTC+0200,1.0,F/D7+hL5E5,2018-08-21 15:11:22,2018-08-21 15:11:49
133,UTC-0500,1.0,F/D7+hL5E5,2018-01-24 17:31:37,2018-01-24 17:31:57
134,UTC-0500,1.0,F/D7+hL5E5,2018-03-08 09:09:27,2018-03-08 09:09:34
135,UTC+0200,1.0,F/D7+hL5E5,2018-08-25 08:33:50,2018-08-25 08:34:39
136,UTC-0500,1.0,F/D7+hL5E5,2018-11-19 17:40:21,2018-11-19 17:40:39
137,UTC-0500,2.0,F/D7+hL5E5,2018-01-31 19:56:17,2018-01-31 19:56:26
138,UTC-0400,1.0,F/D7+hL5E5,2018-04-02 07:40:23,2018-04-02 07:40:44
139,UTC-0400,2.0,F/D7+hL5E5,2018-06-27 15:47:11,2018-06-27 15:48:25
140,UTC-0500,1.0,F/D7+hL5E5,2018-11-23 09:13:09,2018-11-23 09:13:30
141,UTC-0500,1.0,F/D7+hL5E5,2018-12-17 18:44:10,2018-12-17 18:44:38
142,UTC-0400,1.0,F/D7+hL5E5,2018-04-11 08:15:38,2018-04-11 08:15:58
143,UTC+0200,2.0,F/D7+hL5E5,2018-08-22 10:21:53,2018-08-22 10:22:21
144,UTC-0400,1.0,F/D7+hL5E5,2018-06-14 23:03:25,2018-06-14 23:03:52
145,UTC-0400,1.0,F/D7+hL5E5,2018-04-25 08:17:25,2018-04-25 08:17:42
146,UTC-0500,2.0,F/D7+hL5E5,2018-03-02 07:44:11,2018-03-02 07:45:01
147,UTC-0400,1.0,F/D7+hL5E5,2018-10-24 20:08:57,2018-10-24 20:09:19
148,UTC+0200,1.0,F/D7+hL5E5,2018-08-24 20:11:41,2018-08-24 20:11:52
149,UTC-0400,1.0,F/D7+hL5E5,2018-04-05 15:48:39,2018-04-05 15:48:46
150,UTC-0400,1.0,F/D7+hL5E5,2018-06-27 16:36:21,2018-06-27 16:36:49
151,UTC-0500,1.0,F/D7+hL5E5,2018-02-20 18:33:30,2018-02-20 18:33:53
152,UTC-0400,8.0,F/D7+hL5E5,2018-10-20 12:27:27,2018-10-20 12:29:20
153,UTC-0400,1.0,F/D7+hL5E5,2018-04-16 17:11:04,2018-04-16 17:11:17
154,UTC+0200,17.0,F/D7+hL5E5,2018-08-25 21:55:59,2018-08-25 22:02:20
155,UTC-0400,1.0,F/D7+hL5E5,2018-08-02 18:40:40,2018-08-02 18:41:08
156,UTC-0400,6.0,F/D7+hL5E5,2018-04-26 19:08:51,2018-04-26 19:10:09
157,UTC-0400,1.0,F/D7+hL5E5,2018-06-01 07:46:46,2018-06-01 07:47:05
158,UTC-0500,1.0,F/D7+hL5E5,2018-02-20 08:39:47,2018-02-20 08:40:08
159,UTC-0500,1.0,F/D7+hL5E5,2018-02-07 09:09:37,2018-02-07 09:09:52
160,UTC-0500,1.0,F/D7+hL5E5,2018-01-31 17:27:02,2018-01-31 17:27:16
161,UTC-0400,1.0,F/D7+hL5E5,2018-04-16 07:45:35,2018-04-16 07:45:47
162,UTC-0500,8.0,F/D7+hL5E5,2018-01-20 17:06:04,2018-01-20 17:08:06
163,UTC-0500,1.0,F/D7+hL5E5,2018-01-02 12:26:54,2018-01-02 12:27:04
164,UTC-0500,1.0,F/D7+hL5E5,2018-02-05 08:13:04,2018-02-05 08:13:21
165,UTC-0400,1.0,F/D7+hL5E5,2018-06-03 20:24:00,2018-06-03 20:24:24
166,UTC-0500,9.0,F/D7+hL5E5,2018-02-04 07:59:40,2018-02-04 08:01:25
167,UTC-0400,1.0,F/D7+hL5E5,2018-07-03 19:34:05,2018-07-03 19:34:36
168,UTC-0400,1.0,F/D7+hL5E5,2018-08-28 15:27:27,2018-08-28 15:27:42
169,UTC-0400,1.0,F/D7+hL5E5,2018-08-11 13:33:26,2018-08-11 13:33:42
170,UTC-0500,1.0,F/D7+hL5E5,2018-11-20 09:45:30,2018-11-20 09:45:39
171,UTC-0500,6.0,F/D7+hL5E5,2018-02-05 07:02:31,2018-02-05 07:03:39
172,UTC-0400,1.0,F/D7+hL5E5,2018-05-04 18:42:43,2018-05-04 18:42:57
173,UTC-0400,1.0,F/D7+hL5E5,2018-05-12 10:47:17,2018-05-12 10:47:30
174,UTC-0400,8.0,F/D7+hL5E5,2018-05-16 18:48:24,2018-05-16 18:49:47
175,UTC-0800,2.0,F/D7+hL5E5,2017-12-24 09:09:46,2017-12-24 09:10:18
176,UTC-0500,2.0,F/D7+hL5E5,2018-11-15 09:10:37,2018-11-15 09:11:08
177,UTC-0400,1.0,F/D7+hL5E5,2018-05-22 19:06:27,2018-05-22 19:06:52
178,UTC-0400,1.0,F/D7+hL5E5,2018-10-14 13:36:55,2018-10-14 13:37:06
179,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 18:25:09,2018-04-19 18:25:18
180,UTC-0500,1.0,F/D7+hL5E5,2018-11-21 20:55:22,2018-11-21 20:55:36
181,UTC-0400,3.0,F/D7+hL5E5,2018-08-12 20:25:11,2018-08-12 20:26:45
182,UTC-0400,2.0,F/D7+hL5E5,2018-06-25 20:48:27,2018-06-25 20:48:56
183,UTC-0400,1.0,F/D7+hL5E5,2018-05-07 08:38:03,2018-05-07 08:38:24
184,UTC-0500,1.0,F/D7+hL5E5,2018-02-07 20:03:58,2018-02-07 20:04:11
185,UTC-0400,2.0,F/D7+hL5E5,2018-05-17 07:27:55,2018-05-17 07:28:31
186,UTC-0400,1.0,F/D7+hL5E5,2018-03-28 09:10:05,2018-03-28 09:10:31
187,UTC-0500,9.0,F/D7+hL5E5,2018-02-19 19:05:23,2018-02-19 19:06:53
188,UTC+0200,1.0,F/D7+hL5E5,2018-08-23 17:18:41,2018-08-23 17:19:07
189,UTC-0400,2.0,F/D7+hL5E5,2018-06-06 16:25:07,2018-06-06 16:25:52
190,UTC-0500,1.0,F/D7+hL5E5,2018-02-13 07:47:39,2018-02-13 07:47:57
191,UTC-0400,1.0,F/D7+hL5E5,2018-11-01 09:12:35,2018-11-01 09:12:50
192,UTC-0500,1.0,F/D7+hL5E5,2018-11-21 09:12:52,2018-11-21 09:13:22
193,UTC-0400,1.0,F/D7+hL5E5,2018-08-01 07:53:42,2018-08-01 07:53:57
194,UTC-0500,3.0,F/D7+hL5E5,2018-03-07 17:22:12,2018-03-07 17:22:36
195,UTC-0400,3.0,F/D7+hL5E5,2018-08-19 00:06:22,2018-08-19 00:07:13
196,UTC-0500,11.0,F/D7+hL5E5,2018-02-05 20:13:26,2018-02-05 20:16:00
197,UTC-0400,9.0,F/D7+hL5E5,2018-04-24 07:34:31,2018-04-24 07:36:51
198,UTC-0400,1.0,F/D7+hL5E5,2018-06-22 20:04:24,2018-06-22 20:04:53
199,UTC-0800,1.0,F/D7+hL5E5,2017-12-22 15:58:40,2017-12-22 15:58:50
200,UTC-0500,3.0,F/D7+hL5E5,2018-02-07 17:16:25,2018-02-07 17:17:59
201,UTC-0400,7.0,F/D7+hL5E5,2018-04-13 17:16:04,2018-04-13 17:18:03
202,UTC-0400,3.0,F/D7+hL5E5,2018-09-12 17:07:28,2018-09-12 17:08:22
203,UTC-0500,1.0,F/D7+hL5E5,2018-12-28 14:30:56,2018-12-28 14:31:04
204,UTC+0200,2.0,F/D7+hL5E5,2018-08-26 17:50:00,2018-08-26 17:51:04
205,UTC-0400,2.0,F/D7+hL5E5,2018-04-02 15:50:38,2018-04-02 15:51:23
206,UTC-0400,4.0,F/D7+hL5E5,2018-04-04 07:52:43,2018-04-04 07:54:03
207,UTC-0400,1.0,F/D7+hL5E5,2018-08-17 12:35:42,2018-08-17 12:36:00
208,UTC-0500,9.0,F/D7+hL5E5,2019-01-02 12:07:37,2019-01-02 12:10:06
209,UTC-0500,6.0,F/D7+hL5E5,2018-01-08 10:01:22,2018-01-08 10:02:50
210,UTC-0400,2.0,F/D7+hL5E5,2018-09-02 07:39:18,2018-09-02 07:40:04
211,UTC-0800,2.0,F/D7+hL5E5,2017-12-25 11:15:46,2017-12-25 11:16:31
212,UTC-0500,1.0,F/D7+hL5E5,2018-12-18 17:46:31,2018-12-18 17:46:55
213,UTC-0500,1.0,F/D7+hL5E5,2018-02-28 18:05:42,2018-02-28 18:06:08
214,UTC-0400,1.0,F/D7+hL5E5,2018-03-16 20:00:09,2018-03-16 20:00:33
215,UTC-0400,2.0,F/D7+hL5E5,2018-10-15 18:38:17,2018-10-15 18:39:01
216,UTC-0400,1.0,F/D7+hL5E5,2018-05-31 08:52:01,2018-05-31 08:52:16
217,UTC-0400,1.0,F/D7+hL5E5,2018-09-10 18:07:51,2018-09-10 18:07:59
218,UTC-0500,1.0,F/D7+hL5E5,2018-11-21 20:10:33,2018-11-21 20:10:52
219,UTC-0400,1.0,F/D7+hL5E5,2018-05-04 18:11:20,2018-05-04 18:11:31
220,UTC-0400,1.0,F/D7+hL5E5,2018-04-30 19:29:07,2018-04-30 19:29:33
221,UTC-0500,1.0,F/D7+hL5E5,2018-02-12 08:42:05,2018-02-12 08:42:18
222,UTC+0200,1.0,F/D7+hL5E5,2018-08-21 16:30:10,2018-08-21 16:30:37
223,UTC-0400,1.0,F/D7+hL5E5,2018-07-18 08:14:51,2018-07-18 08:15:06
224,UTC-0400,2.0,F/D7+hL5E5,2018-09-30 13:30:13,2018-09-30 13:31:02
225,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 09:02:00,2018-04-19 09:02:10
226,UTC-0400,1.0,F/D7+hL5E5,2018-04-05 08:44:00,2018-04-05 08:44:10
227,UTC-0400,1.0,F/D7+hL5E5,2018-03-21 20:01:18,2018-03-21 20:01:38
228,UTC-0800,2.0,F/D7+hL5E5,2017-12-21 11:15:33,2017-12-21 11:16:21
229,UTC-0400,1.0,F/D7+hL5E5,2018-10-12 14:47:12,2018-10-12 14:47:29
230,UTC-0400,1.0,F/D7+hL5E5,2018-05-28 08:45:07,2018-05-28 08:45:19
231,UTC-0400,1.0,F/D7+hL5E5,2018-04-05 16:31:55,2018-04-05 16:32:07
232,UTC+0200,1.0,F/D7+hL5E5,2018-08-27 11:23:29,2018-08-27 11:23:42
233,UTC-0400,1.0,F/D7+hL5E5,2018-04-04 13:34:22,2018-04-04 13:34:33
234,UTC-0400,1.0,F/D7+hL5E5,2018-10-17 20:58:37,2018-10-17 20:59:05
235,UTC-0400,1.0,F/D7+hL5E5,2018-09-26 21:02:00,2018-09-26 21:02:27
236,UTC-0400,9.0,F/D7+hL5E5,2018-03-28 21:05:47,2018-03-28 21:07:48
