,time_offset,floor,deviceuuid,local_start_time,local_end_time
237,UTC-0500,2.0,F/D7+hL5E5,2018-02-28 17:58:25,2018-02-28 17:59:43
238,UTC-0400,1.0,F/D7+hL5E5,2018-05-08 06:43:52,2018-05-08 06:44:09
239,UTC-0400,1.0,F/D7+hL5E5,2018-11-01 20:06:33,2018-11-01 20:07:01
240,UTC-0500,1.0,F/D7+hL5E5,2018-03-05 18:31:49,2018-03-05 18:32:01
241,UTC-0800,2.0,F/D7+hL5E5,2017-12-24 08:59:08,2017-12-24 08:59:37
242,UTC-0500,9.0,F/D7+hL5E5,2018-02-09 07:27:15,2018-02-09 07:29:26
243,UTC-0400,1.0,F/D7+hL5E5,2018-05-23 17:22:27,2018-05-23 17:22:46
244,UTC-0400,2.0,F/D7+hL5E5,2018-05-11 19:00:39,2018-05-11 19:02:00
245,UTC-0500,1.0,F/D7+hL5E5,2017-12-18 09:15:09,2017-12-18 09:15:38
246,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 19:30:15,2018-04-19 19:30:39
247,UTC-0400,1.0,F/D7+hL5E5,2018-05-07 08:43:28,2018-05-07 08:43:50
248,UTC-0500,1.0,F/D7+hL5E5,2018-02-07 09:08:23,2018-02-07 09:08:37
249,UTC-0800,1.0,F/D7+hL5E5,2017-12-24 11:32:59,2017-12-24 11:33:28
250,UTC-0500,1.0,F/D7+hL5E5,2018-02-26 16:14:08,2018-02-26 16:14:31
251,UTC-0400,1.0,F/D7+hL5E5,2018-07-09 19:37:49,2018-07-09 19:38:14
252,UTC+0200,19.0,F/D7+hL5E5,2018-08-23 10:39:14,2018-08-23 10:47:48
253,UTC-0800,3.0,F/D7+hL5E5,2017-12-25 10:09:13,2017-12-25 10:10:28
254,UTC-0500,2.0,F/D7+hL5E5,2018-03-05 18:35:54,2018-03-05 18:36:45
255,UTC-0400,1.0,F/D7+hL5E5,2018-08-09 08:37:56,2018-08-09 08:38:11
256,UTC-0400,9.0,F/D7+hL5E5,2018-09-18 18:15:23,2018-09-18 18:17:13
257,UTC-0400,1.0,F/D7+hL5E5,2018-07-12 09:13:42,2018-07-12 09:14:01
258,UTC-0400,3.0,F/D7+hL5E5,2018-04-04 20:58:37,2018-04-04 21:00:27
259,UTC-0500,1.0,F/D7+hL5E5,2018-12-13 13:19:19,2018-12-13 13:19:36
260,UTC-0400,3.0,F/D7+hL5E5,2018-07-16 16:17:52,2018-07-16 16:19:39
261,UTC-0500,2.0,F/D7+hL5E5,2018-11-12 08:47:21,2018-11-12 08:47:59
262,UTC-0800,1.0,F/D7+hL5E5,2017-12-30 15:04:33,2017-12-30 15:05:15
263,UTC-0500,10.0,F/D7+hL5E5,2018-02-08 19:57:18,2018-02-08 19:59:58
264,UTC-0400,2.0,F/D7+hL5E5,2018-07-06 18:39:31,2018-07-06 18:39:54
265,UTC-0400,1.0,F/D7+hL5E5,2018-06-17 12:38:59,2018-06-17 12:39:12
266,UTC-0400,2.0,F/D7+hL5E5,2018-06-19 17:47:27,2018-06-19 17:48:29
267,UTC-0500,1.0,F/D7+hL5E5,2018-11-08 13:08:45,2018-11-08 13:08:59
268,UTC-0400,1.0,F/D7+hL5E5,2018-10-17 09:15:50,2018-10-17 09:16:00
269,UTC-0500,2.0,F/D7+hL5E5,2018-01-16 18:37:29,2018-01-16 18:38:21
270,UTC-0800,1.0,F/D7+hL5E5,2017-12-20 12:31:21,2017-12-20 12:31:35
271,UTC-0400,1.0,F/D7+hL5E5,2018-09-26 20:19:30,2018-09-26 20:19:48
272,UTC-0400,1.0,F/D7+hL5E5,2018-05-03 15:54:16,2018-05-03 15:54:39
273,UTC-0400,2.0,F/D7+hL5E5,2018-03-14 20:58:36,2018-03-14 20:59:31
274,UTC-0500,1.0,F/D7+hL5E5,2018-01-03 09:09:08,2018-01-03 09:09:26
275,UTC-0400,3.0,F/D7+hL5E5,2018-04-11 17:37:26,2018-04-11 17:38:43
276,UTC-0400,1.0,F/D7+hL5E5,2018-07-16 08:49:17,2018-07-16 08:49:34
277,UTC-0500,1.0,F/D7+hL5E5,2017-12-16 11:28:13,2017-12-16 11:28:23
278,UTC-0400,9.0,F/D7+hL5E5,2018-08-12 20:47:08,2018-08-12 20:48:52
279,UTC-0500,8.0,F/D7+hL5E5,2018-02-09 12:43:06,2018-02-09 12:44:57
280,UTC-0400,1.0,F/D7+hL5E5,2018-06-06 08:14:36,2018-06-06 08:14:49
281,UTC+0200,5.0,F/D7+hL5E5,2018-08-23 18:46:45,2018-08-23 18:48:31
282,UTC-0400,1.0,F/D7+hL5E5,2018-04-10 08:04:31,2018-04-10 08:04:40
283,UTC-0500,9.0,F/D7+hL5E5,2018-01-21 08:03:16,2018-01-21 08:05:01
284,UTC-0400,1.0,F/D7+hL5E5,2018-11-01 08:13:49,2018-11-01 08:14:07
285,UTC-0400,1.0,F/D7+hL5E5,2018-04-14 14:10:01,2018-04-14 14:10:33
286,UTC-0500,3.0,F/D7+hL5E5,2018-01-24 20:30:15,2018-01-24 20:31:52
287,UTC-0400,1.0,F/D7+hL5E5,2018-09-26 20:00:51,2018-09-26 20:01:18
288,UTC-0400,1.0,F/D7+hL5E5,2018-09-13 07:48:38,2018-09-13 07:48:57
289,UTC-0400,1.0,F/D7+hL5E5,2018-03-21 17:04:28,2018-03-21 17:04:50
290,UTC-0400,1.0,F/D7+hL5E5,2018-06-13 20:21:06,2018-06-13 20:21:21
291,UTC-0400,1.0,F/D7+hL5E5,2018-05-22 08:01:38,2018-05-22 08:02:07
292,UTC-0400,1.0,F/D7+hL5E5,2018-10-31 08:43:23,2018-10-31 08:43:37
293,UTC-0500,1.0,F/D7+hL5E5,2018-11-07 09:10:48,2018-11-07 09:11:01
294,UTC-0400,3.0,F/D7+hL5E5,2018-03-27 20:08:22,2018-03-27 20:10:07
295,UTC-0500,1.0,F/D7+hL5E5,2017-12-18 15:50:25,2017-12-18 15:50:51
296,UTC-0500,1.0,F/D7+hL5E5,2018-03-02 07:46:28,2018-03-02 07:46:41
297,UTC-0400,1.0,F/D7+hL5E5,2018-10-22 07:52:34,2018-10-22 07:53:03
298,UTC-0400,1.0,F/D7+hL5E5,2018-07-24 09:08:19,2018-07-24 09:08:28
299,UTC+0200,2.0,F/D7+hL5E5,2018-08-26 13:12:31,2018-08-26 13:13:14
300,UTC-0400,1.0,F/D7+hL5E5,2018-04-04 19:44:07,2018-04-04 19:44:18
301,UTC-0500,1.0,F/D7+hL5E5,2018-11-28 11:58:52,2018-11-28 11:59:10
302,UTC-0500,1.0,F/D7+hL5E5,2018-01-29 17:32:09,2018-01-29 17:32:26
303,UTC+0200,16.0,F/D7+hL5E5,2018-08-25 21:30:39,2018-08-25 21:37:59
304,UTC-0500,8.0,F/D7+hL5E5,2018-11-15 16:44:57,2018-11-15 16:46:45
305,UTC-0500,2.0,F/D7+hL5E5,2018-01-31 08:08:21,2018-01-31 08:09:15
306,UTC-0500,1.0,F/D7+hL5E5,2018-01-18 12:37:16,2018-01-18 12:37:25
307,UTC-0400,1.0,F/D7+hL5E5,2018-04-02 08:41:19,2018-04-02 08:41:41
308,UTC-0400,1.0,F/D7+hL5E5,2018-05-02 11:17:26,2018-05-02 11:17:50
309,UTC-0400,1.0,F/D7+hL5E5,2018-04-04 08:44:27,2018-04-04 08:44:46
310,UTC-0400,2.0,F/D7+hL5E5,2018-07-18 07:18:21,2018-07-18 07:19:54
311,UTC-0500,2.0,F/D7+hL5E5,2018-02-08 19:43:38,2018-02-08 19:44:15
312,UTC-0400,1.0,F/D7+hL5E5,2018-05-05 16:44:08,2018-05-05 16:44:30
313,UTC-0400,1.0,F/D7+hL5E5,2018-06-27 16:38:21,2018-06-27 16:38:43
314,UTC-0400,1.0,F/D7+hL5E5,2018-07-20 08:27:21,2018-07-20 08:27:29
315,UTC-0400,1.0,F/D7+hL5E5,2018-05-16 17:45:51,2018-05-16 17:46:01
316,UTC-0500,1.0,F/D7+hL5E5,2018-02-21 14:14:07,2018-02-21 14:14:18
317,UTC-0400,1.0,F/D7+hL5E5,2018-03-28 20:08:27,2018-03-28 20:08:53
318,UTC-0400,1.0,F/D7+hL5E5,2018-05-23 18:12:54,2018-05-23 18:13:35
319,UTC-0400,1.0,F/D7+hL5E5,2018-04-14 15:21:32,2018-04-14 15:21:45
320,UTC-0500,1.0,F/D7+hL5E5,2018-11-14 20:55:27,2018-11-14 20:55:36
321,UTC-0400,1.0,F/D7+hL5E5,2018-05-11 08:36:47,2018-05-11 08:36:57
322,UTC-0400,1.0,F/D7+hL5E5,2018-10-24 08:08:07,2018-10-24 08:08:29
323,UTC-0400,1.0,F/D7+hL5E5,2018-04-19 19:32:06,2018-04-19 19:32:35
324,UTC-0500,3.0,F/D7+hL5E5,2018-02-05 08:09:58,2018-02-05 08:11:56
325,UTC-0500,4.0,F/D7+hL5E5,2018-11-28 20:59:43,2018-11-28 21:02:24
326,UTC-0400,1.0,F/D7+hL5E5,2018-07-25 19:20:24,2018-07-25 19:20:46
327,UTC-0800,1.0,F/D7+hL5E5,2017-12-31 10:32:34,2017-12-31 10:32:54
328,UTC-0400,1.0,F/D7+hL5E5,2018-04-02 07:35:57,2018-04-02 07:36:25
329,UTC-0500,8.0,F/D7+hL5E5,2018-03-10 11:23:00,2018-03-10 11:24:33
330,UTC-0500,1.0,F/D7+hL5E5,2018-02-21 20:53:46,2018-02-21 20:53:59
331,UTC-0500,1.0,F/D7+hL5E5,2018-12-20 07:58:36,2018-12-20 07:59:03
332,UTC-0800,6.0,F/D7+hL5E5,2017-12-25 11:47:43,2017-12-25 11:49:31
333,UTC-0500,1.0,F/D7+hL5E5,2018-02-21 20:05:05,2018-02-21 20:05:32
334,UTC-0400,1.0,F/D7+hL5E5,2018-05-07 15:10:20,2018-05-07 15:10:38
335,UTC-0500,3.0,F/D7+hL5E5,2018-02-14 17:21:41,2018-02-14 17:22:42
336,UTC-0400,4.0,F/D7+hL5E5,2018-09-15 18:19:21,2018-09-15 18:20:07
337,UTC-0400,2.0,F/D7+hL5E5,2018-04-11 19:53:18,2018-04-11 19:54:54
338,UTC-0500,2.0,F/D7+hL5E5,2018-11-23 08:11:27,2018-11-23 08:13:00
339,UTC-0400,1.0,F/D7+hL5E5,2018-08-30 14:48:11,2018-08-30 14:48:27
340,UTC-0500,7.0,F/D7+hL5E5,2018-12-20 09:00:04,2018-12-20 09:01:41
341,UTC-0400,1.0,F/D7+hL5E5,2018-05-16 13:38:30,2018-05-16 13:38:58
342,UTC-0500,1.0,F/D7+hL5E5,2018-01-29 18:23:25,2018-01-29 18:23:37
343,UTC-0500,1.0,F/D7+hL5E5,2018-02-21 07:42:35,2018-02-21 07:42:53
344,UTC-0400,1.0,F/D7+hL5E5,2018-06-09 09:29:08,2018-06-09 09:29:28
345,UTC-0500,4.0,F/D7+hL5E5,2018-03-07 07:51:24,2018-03-07 07:53:30
346,UTC-0500,1.0,F/D7+hL5E5,2018-11-26 16:00:39,2018-11-26 16:00:52
347,UTC-0500,4.0,F/D7+hL5E5,2018-01-07 18:17:13,2018-01-07 18:17:59
348,UTC-0400,2.0,F/D7+hL5E5,2018-05-24 17:59:06,2018-05-24 18:00:17
349,UTC-0400,1.0,F/D7+hL5E5,2018-04-17 17:23:08,2018-04-17 17:23:29
350,UTC-0400,2.0,F/D7+hL5E5,2018-06-29 19:33:27,2018-06-29 19:34:29
351,UTC-0400,9.0,F/D7+hL5E5,2018-09-25 17:31:46,2018-09-25 17:34:02
352,UTC-0500,3.0,F/D7+hL5E5,2018-12-26 12:23:26,2018-12-26 12:24:48
353,UTC-0500,9.0,F/D7+hL5E5,2018-12-14 18:14:42,2018-12-14 18:16:40
354,UTC-0400,1.0,F/D7+hL5E5,2018-04-11 19:51:58,2018-04-11 19:52:14
355,UTC-0400,1.0,F/D7+hL5E5,2018-04-23 14:27:35,2018-04-23 14:27:58
356,UTC-0500,1.0,F/D7+hL5E5,2018-01-03 09:13:51,2018-01-03 09:14:11
357,UTC-0500,1.0,F/D7+hL5E5,2018-12-08 17:59:30,2018-12-08 17:59:42
358,UTC-0500,1.0,F/D7+hL5E5,2018-12-31 16:57:01,2018-12-31 16:57:17
359,UTC-0400,1.0,F/D7+hL5E5,2018-05-08 06:51:09,2018-05-08 06:51:24
360,UTC-0500,9.0,F/D7+hL5E5,2018-02-02 08:21:15,2018-02-02 08:23:04
361,UTC-0400,1.0,F/D7+hL5E5,2018-04-17 17:30:25,2018-04-17 17:30:31
362,UTC-0400,1.0,F/D7+hL5E5,2018-03-16 09:04:23,2018-03-16 09:04:48
363,UTC-0400,3.0,F/D7+hL5E5,2018-10-30 18:38:21,2018-10-30 18:39:51
364,UTC-0400,1.0,F/D7+hL5E5,2018-04-21 12:24:43,2018-04-21 12:25:09
365,UTC-0400,1.0,F/D7+hL5E5,2018-10-05 15:46:08,2018-10-05 15:46:23
366,UTC-0400,1.0,F/D7+hL5E5,2018-06-01 22:12:14,2018-06-01 22:12:43
367,UTC-0400,2.0,F/D7+hL5E5,2018-07-17 19:36:49,2018-07-17 19:37:10
368,UTC-0400,1.0,F/D7+hL5E5,2018-03-21 17:07:39,2018-03-21 17:07:56
369,UTC-0400,1.0,F/D7+hL5E5,2018-07-06 18:37:48,2018-07-06 18:38:01
370,UTC-0500,1.0,F/D7+hL5E5,2018-02-22 17:52:46,2018-02-22 17:53:03
371,UTC-0500,1.0,F/D7+hL5E5,2018-02-16 08:16:50,2018-02-16 08:17:00
372,UTC-0500,7.0,F/D7+hL5E5,2018-12-14 09:18:41,2018-12-14 09:20:20
373,UTC-0400,1.0,F/D7+hL5E5,2018-09-27 08:14:23,2018-09-27 08:14:41
374,UTC-0500,1.0,F/D7+hL5E5,2018-11-07 20:03:41,2018-11-07 20:03:51
375,UTC-0400,9.0,F/D7+hL5E5,2018-03-31 08:51:09,2018-03-31 08:52:48
376,UTC-0500,9.0,F/D7+hL5E5,2018-12-19 13:16:05,2018-12-19 13:18:01
377,UTC-0500,1.0,F/D7+hL5E5,2018-01-14 14:30:38,2018-01-14 14:30:55
378,UTC-0400,2.0,F/D7+hL5E5,2018-05-11 07:39:55,2018-05-11 07:41:07
379,UTC-0400,1.0,F/D7+hL5E5,2018-04-11 19:47:17,2018-04-11 19:47:30
380,UTC-0400,3.0,F/D7+hL5E5,2018-10-01 16:03:01,2018-10-01 16:03:37
381,UTC-0800,1.0,F/D7+hL5E5,2018-01-01 12:24:21,2018-01-01 12:24:50
382,UTC-0500,1.0,F/D7+hL5E5,2018-01-22 09:10:58,2018-01-22 09:11:21
383,UTC-0500,1.0,F/D7+hL5E5,2018-01-16 17:39:08,2018-01-16 17:39:23
384,UTC-0500,1.0,F/D7+hL5E5,2018-03-05 17:41:51,2018-03-05 17:42:03
385,UTC-0500,1.0,F/D7+hL5E5,2018-03-04 15:06:12,2018-03-04 15:06:18
386,UTC-0500,1.0,F/D7+hL5E5,2018-01-06 16:15:36,2018-01-06 16:16:07
387,UTC-0500,1.0,F/D7+hL5E5,2018-02-28 08:47:08,2018-02-28 08:47:17
388,UTC-0400,1.0,F/D7+hL5E5,2018-03-19 18:30:42,2018-03-19 18:31:09
389,UTC-0500,2.0,F/D7+hL5E5,2018-02-14 20:05:11,2018-02-14 20:06:21
390,UTC-0500,9.0,F/D7+hL5E5,2018-01-16 18:43:57,2018-01-16 18:45:50
391,UTC-0400,1.0,F/D7+hL5E5,2018-09-17 19:04:38,2018-09-17 19:05:02
392,UTC-0500,1.0,F/D7+hL5E5,2018-11-27 18:43:17,2018-11-27 18:43:56
393,UTC-0400,1.0,F/D7+hL5E5,2018-10-03 20:06:07,2018-10-03 20:06:31
394,UTC+0200,1.0,F/D7+hL5E5,2018-08-25 22:05:50,2018-08-25 22:06:04
395,UTC-0500,9.0,F/D7+hL5E5,2018-12-10 18:20:56,2018-12-10 18:22:43
396,UTC-0400,1.0,F/D7+hL5E5,2018-07-31 20:47:38,2018-07-31 20:47:50
397,UTC-0400,1.0,F/D7+hL5E5,2018-04-08 15:07:09,2018-04-08 15:07:32
398,UTC-0500,9.0,F/D7+hL5E5,2018-02-12 18:41:56,2018-02-12 18:43:43
399,UTC-0800,2.0,F/D7+hL5E5,2017-12-31 20:11:27,2017-12-31 20:12:06
400,UTC-0500,2.0,F/D7+hL5E5,2018-12-14 17:27:42,2018-12-14 17:28:09
401,UTC+0200,1.0,F/D7+hL5E5,2018-08-19 21:17:37,2018-08-19 21:18:02
402,UTC-0800,5.0,F/D7+hL5E5,2017-12-31 10:45:56,2017-12-31 10:47:34
403,UTC-0500,1.0,F/D7+hL5E5,2018-01-04 17:38:20,2018-01-04 17:38:41
404,UTC-0400,1.0,F/D7+hL5E5,2018-06-11 18:15:17,2018-06-11 18:15:35
405,UTC-0800,9.0,F/D7+hL5E5,2017-12-25 11:40:19,2017-12-25 11:43:02
406,UTC-0500,1.0,F/D7+hL5E5,2018-03-04 17:00:35,2018-03-04 17:01:09
407,UTC-0400,2.0,F/D7+hL5E5,2018-10-16 19:12:42,2018-10-16 19:13:30
408,UTC-0400,1.0,F/D7+hL5E5,2018-07-11 20:07:03,2018-07-11 20:07:23
409,UTC-0400,1.0,F/D7+hL5E5,2018-05-31 07:43:49,2018-05-31 07:44:06
410,UTC-0500,3.0,F/D7+hL5E5,2018-01-03 08:14:50,2018-01-03 08:16:17
411,UTC-0400,1.0,F/D7+hL5E5,2018-07-30 19:28:49,2018-07-30 19:29:06
412,UTC-0800,2.0,F/D7+hL5E5,2017-12-25 10:04:52,2017-12-25 10:05:44
413,UTC-0400,2.0,F/D7+hL5E5,2018-06-03 20:08:33,2018-06-03 20:09:04
414,UTC-0500,7.0,F/D7+hL5E5,2018-12-18 12:58:18,2018-12-18 12:59:55
415,UTC-0500,1.0,F/D7+hL5E5,2018-01-05 11:59:55,2018-01-05 12:00:17
416,UTC-0400,1.0,F/D7+hL5E5,2018-05-03 08:11:04,2018-05-03 08:11:35
417,UTC-0400,8.0,F/D7+hL5E5,2018-06-21 07:50:21,2018-06-21 07:52:13
418,UTC-0500,1.0,F/D7+hL5E5,2018-12-14 08:11:05,2018-12-14 08:11:25
419,UTC-0500,9.0,F/D7+hL5E5,2018-02-18 21:25:38,2018-02-18 21:27:17
420,UTC-0400,1.0,F/D7+hL5E5,2018-05-03 08:13:11,2018-05-03 08:13:26
421,UTC-0400,8.0,F/D7+hL5E5,2018-05-22 20:07:08,2018-05-22 20:09:01
422,UTC-0400,1.0,F/D7+hL5E5,2018-04-09 07:42:16,2018-04-09 07:42:36
423,UTC-0400,1.0,F/D7+hL5E5,2018-06-25 08:45:38,2018-06-25 08:45:45
424,UTC-0500,9.0,F/D7+hL5E5,2018-12-23 12:31:33,2018-12-23 12:33:25
425,UTC-0400,1.0,F/D7+hL5E5,2018-06-19 18:38:18,2018-06-19 18:38:42
426,UTC-0500,1.0,F/D7+hL5E5,2018-01-24 17:34:02,2018-01-24 17:34:17
427,UTC-0500,1.0,F/D7+hL5E5,2018-11-20 17:21:56,2018-11-20 17:22:09
428,UTC-0500,2.0,F/D7+hL5E5,2018-01-03 15:18:22,2018-01-03 15:19:36
429,UTC-0500,1.0,F/D7+hL5E5,2018-11-08 13:15:46,2018-11-08 13:16:01
430,UTC-0500,6.0,F/D7+hL5E5,2018-12-05 08:46:37,2018-12-05 08:48:17
431,UTC-0500,1.0,F/D7+hL5E5,2018-01-10 20:14:57,2018-01-10 20:15:06
432,UTC-0500,1.0,F/D7+hL5E5,2018-01-28 10:50:19,2018-01-28 10:50:32
433,UTC-0500,6.0,F/D7+hL5E5,2017-12-18 08:12:32,2017-12-18 08:16:28
434,UTC-0500,2.0,F/D7+hL5E5,2018-01-10 20:16:28,2018-01-10 20:16:49
435,UTC-0400,1.0,F/D7+hL5E5,2018-03-27 09:15:28,2018-03-27 09:15:41
436,UTC-0500,1.0,F/D7+hL5E5,2018-02-28 19:05:17,2018-02-28 19:05:43
437,UTC-0400,1.0,F/D7+hL5E5,2018-04-05 15:53:04,2018-04-05 15:53:29
438,UTC-0400,4.0,F/D7+hL5E5,2018-06-07 07:43:12,2018-06-07 07:46:22
439,UTC-0500,1.0,F/D7+hL5E5,2018-12-11 08:00:14,2018-12-11 08:00:32
440,UTC-0400,1.0,F/D7+hL5E5,2018-09-13 08:38:12,2018-09-13 08:38:26
441,UTC-0500,2.0,F/D7+hL5E5,2018-02-16 09:14:47,2018-02-16 09:15:57
442,UTC-0400,1.0,F/D7+hL5E5,2018-09-10 17:37:08,2018-09-10 17:37:30
443,UTC-0500,1.0,F/D7+hL5E5,2018-11-14 09:13:45,2018-11-14 09:14:19
444,UTC-0400,1.0,F/D7+hL5E5,2018-04-15 20:25:10,2018-04-15 20:25:23
445,UTC-0500,1.0,F/D7+hL5E5,2018-02-14 07:44:35,2018-02-14 07:45:02
446,UTC-0400,1.0,F/D7+hL5E5,2018-04-09 08:42:19,2018-04-09 08:42:38
447,UTC-0500,3.0,F/D7+hL5E5,2018-11-21 17:37:07,2018-11-21 17:38:13
448,UTC-0400,1.0,F/D7+hL5E5,2018-04-25 16:58:10,2018-04-25 16:58:25
449,UTC-0400,1.0,F/D7+hL5E5,2018-04-05 16:41:28,2018-04-05 16:41:37
450,UTC-0400,1.0,F/D7+hL5E5,2018-03-16 11:54:39,2018-03-16 11:54:56
451,UTC-0500,1.0,F/D7+hL5E5,2018-03-05 08:36:46,2018-03-05 08:37:03
452,UTC-0400,1.0,F/D7+hL5E5,2018-04-10 12:17:06,2018-04-10 12:17:22
453,UTC-0500,2.0,F/D7+hL5E5,2018-01-06 15:40:41,2018-01-06 15:41:07
454,UTC-0500,7.0,F/D7+hL5E5,2018-12-11 09:16:20,2018-12-11 09:17:57
455,UTC-0400,9.0,F/D7+hL5E5,2018-06-23 12:23:02,2018-06-23 12:24:29
456,UTC-0400,1.0,F/D7+hL5E5,2018-05-03 15:49:50,2018-05-03 15:50:09
457,UTC-0400,9.0,F/D7+hL5E5,2018-04-18 19:57:40,2018-04-18 19:59:28
458,UTC-0400,2.0,F/D7+hL5E5,2018-06-07 18:24:26,2018-06-07 18:24:52
459,UTC-0400,3.0,F/D7+hL5E5,2018-05-28 07:34:29,2018-05-28 07:35:29
460,UTC-0500,2.0,F/D7+hL5E5,2018-03-08 18:28:35,2018-03-08 18:29:30
461,UTC-0400,2.0,F/D7+hL5E5,2018-07-29 08:37:04,2018-07-29 08:37:38
462,UTC-0400,1.0,F/D7+hL5E5,2018-03-25 17:43:30,2018-03-25 17:43:37
463,UTC-0500,1.0,F/D7+hL5E5,2018-03-02 18:42:15,2018-03-02 18:42:36
464,UTC-0400,1.0,F/D7+hL5E5,2018-08-14 20:10:09,2018-08-14 20:10:33
465,UTC-0400,2.0,F/D7+hL5E5,2018-06-19 17:50:19,2018-06-19 17:50:50
466,UTC-0500,1.0,F/D7+hL5E5,2018-11-07 17:22:11,2018-11-07 17:22:25
467,UTC-0400,1.0,F/D7+hL5E5,2018-10-10 19:58:26,2018-10-10 19:58:39
468,UTC-0400,2.0,F/D7+hL5E5,2018-10-24 17:29:16,2018-10-24 17:30:42
469,UTC-0400,1.0,F/D7+hL5E5,2018-06-24 17:05:29,2018-06-24 17:05:53
470,UTC-0500,1.0,F/D7+hL5E5,2018-11-28 17:39:50,2018-11-28 17:40:02
471,UTC-0500,3.0,F/D7+hL5E5,2018-01-31 21:00:29,2018-01-31 21:02:36
472,UTC-0400,2.0,F/D7+hL5E5,2018-06-25 19:05:12,2018-06-25 19:06:09
